道路名称,路龄,车道面积,车行道小修金额,车行道零星金额,车行道中修金额,掘路修复金额,前一年pci,当年pci,道路属性,年份
43,9,65126.4,0,1.5973,0,3.9871,81.79,84.91,主干路,2016
44,9,36000,0,4.517299,0,0,90.97,81.45,主干路,2016
45,9,26725.2,42.8473,0.0728,0,0,92.03,94.82,主干路,2016
46,9,49784,25.2754,2.1438,0,0,85.74,78.94,主干路,2016
47,9,20521.9,0,1.4829,0,2.1588,61.5,79.14,主干路,2016
48,9,38376,2.272722,3.241804,0,0,82.75,82.41,主干路,2016
49,9,31120,36.6421,1.9876,0,150.778,89.26,81.71,主干路,2016
50,9,14882.9,21.5556,0.6478,0,0,87.96,74.9,主干路,2016
51,9,20676.6,0,0.2095,0,0,85.32,89.02,主干路,2016
52,9,52912,73.608614,1.6036,0,0,88.65,83.17,主干路,2016
53,9,27633.8,24.6074,2.494,0,0,91.53,80.36,次干路,2016
54,9,14820,0,0,0,0,95.77,93.6,主干路,2016
55,9,31549,0,1.2344,107.6543,0,84.26,83.47,主干路,2016
56,9,34094.63,0.569245,0.629202,94.9359,0,77.06,88.05,主干路,2016
57,10,12530,0,0.0591,0,0,86.65,94.9,主干路,2016
58,10,37538.5,56.8628,1.0613,0,3.105,83.73,84.38,主干路,2016
59,10,43232,2.4439,1.2259,66.6337,2.6225,78.97,84.37,主干路,2016
60,10,52439,0,0.5229,0,45.7384,86.27,88.89,主干路,2016
61,10,64748,50.9306,1.937,0,0,83.64,84.28,主干路,2016
62,10,30857,54.5848,1.2618,53.786,5.5186,92.34,81.61,主干路,2016
63,10,16577,0,0.8567,0,0,73.26,70.43,次干路,2016
64,10,30698,9.921666,4.9559469,0,0,80.6,81.6,次干路,2016
65,10,19717.8,20.778108,3.8750572,0,0,91.87,84.26,次干路,2016
66,10,39434.5,27.433722,2.735193,0,0.6514,90.35,80.73,次干路,2016
67,10,23384.2,0,0.1365,0,0,83.2,91.53,次干路,2016
68,10,44090,0,0.6182,45.61,0,83.12,84.81,主干路,2016
69,10,50940,19.263,0.7638,0,0,87.05,86.95,主干路,2016
70,10,33134.2,0,0.0422,0,2.1646,74.8,81.77,主干路,2016
71,10,33910,0,1.1215,0,0,90.74,82.13,主干路,2016
72,11,27311.25,0,0.115206,0,0,83.49,94.95,主干路,2016
73,11,112338,14.762,2.8698,96.4147,0,90.81,76.45,主干路,2016
74,11,70854.5,19.89951,3.135882,0,0,99.01,78.72,主干路,2016
75,11,334809,8.2289,1.835067,122.8099,1.3,76.97,79.71,主干路,2016
76,11,25356,0,0,0,0,86.52,82.97,主干路,2016
77,11,131269.75,13.771849,0.403643,188.1092,2.77425,86.33,82.72,主干路,2016
78,12,21450,14.57808,0.142425,0,0,83.49,94.95,快速路,2016
79,12,23520.8,12.770181,0.225348,0,0,90.81,76.45,主干路,2016
80,12,83490,36.78496,3.154872,171.0077,5.9925,99.01,78.72,主干路,2016
81,12,7220,24.0271,0.2646,0,0,76.97,79.71,主干路,2016
82,12,142458.1,0,5.7455,0,0.29,86.52,82.97,主干路,2016
83,13,27851,30.81,0.8145,76.3102,0,88.94,78.2,主干路,2016
84,13,402177.1,150.1455,5.4771,250.4599,0,80.62,84.05,主干路,2016
85,13,57311,0.4514,0.2848,0,0,89.34,79.68,主干路,2016
86,13,67534.6,67.36002,4.9834,0,2.3572,90.45,79.95,主干路,2016
87,14,16775,0,3.5182,37.6146,0,90.32,88.16,主干路,2016
88,14,35310,0,1.1711,0,0.82,84.41,91.12,主干路,2016
89,14,41920,53.368,1.0676,0,0,85.72,78.56,主干路,2016
90,14,17186,0,0.2532,0,0,100,91.17,次干路,2016
91,15,22678.5,4.145475,0,0,0,79.37,79.51,主干路,2016
92,15,24552,6.503435,0.0692,0,0,84.86,76.98,主干路,2016
93,15,60398,34.7791,2.0172,0,0,81.36,84.05,主干路,2016
94,15,25444,0,2.1965,0,0,94.04,81.78,主干路,2016
95,15,9518,1.991832,0,0,0,72.51,67.26,主干路,2016
96,15,15000,15.261013,0,0,0,75.72,87.5,主干路,2016
97,15,52980,12.7567,1.5635,0,0,85.29,90.04,主干路,2016
98,15,33941,43.0388,2.5573,0,9.2115,89.16,84.92,主干路,2016
99,16,26564.5,0.87411,0,0,0,84.8,70.97,主干路,2016
100,16,34800,21.7937,8.3784,0,0,62.5,70.64,主干路,2016
101,16,8700,0,0.4579,0,0,69.47,99.29,次干路,2016
102,16,17748,0,1.4517,0,0,75.21,99.43,次干路,2016
103,16,15060,0,0.3249,0,0,79.27,99.43,次干路,2016
104,16,14941,0,0.1435,0,0,76.53,99.2,次干路,2016
105,16,30635.4,0,2.5721,0,0,79.53,69.97,主干路,2016
106,16,51657.9,0,1.2871,0,0,77.99,73.97,主干路,2016
107,16,34658.8,0,0.0437,0,0,77.5,69.9,主干路,2016
108,16,20770,1.981279,0.207202,0,0,80.75,75.68,主干路,2016
109,16,9399.2,0,0.3334,0,0,81.15,68.89,主干路,2016
110,16,11378.6,0,0.8714,0,0,80.03,69.21,主干路,2016
111,16,48624,0,0.2216,0,0,74.18,73.73,次干路,2016
112,16,27723.5,0,2.3252,0,0,60.3,69.92,次干路,2016
113,16,32544,21.2871,1.3947,0,0,80.69,83.4,次干路,2016
114,16,44698.8,28.4352,0.8383,0,0,72,71.78,次干路,2016
115,16,143561,0,2.2366,0,0,92.1,74.03,快速路,2016
116,16,56983.2,0,1.6163,81.2588,0,82.95,84.17,主干路,2016
117,16,23245,0,0.6604,0,171.888,88.19,78.78,主干路,2016
118,16,12969,2.5454,0.5296,43.2884,0,88.75,83.9,主干路,2016
119,16,37593.4,0,0.4486,0,0,90.61,80.01,主干路,2016
120,16,32967.2,57.764088,2.2723,0,79.52,90.86,88.05,主干路,2016
121,16,34028,0,0.998,0,0,84.98,68.02,主干路,2016
122,16,57420.3,0,0.7828,0,0,75.94,83.25,主干路,2016
123,16,15289.5,14.464686,2.61007,0,0,81.07,74.25,主干路,2016
124,16,41702,17.3186,0.567,32.7305,158.922,72.98,80.2,主干路,2016
125,16,20532,12.7366,1.9602,0,0,80.69,82.1,主干路,2016
126,16,45576,5.4147,2.7029,0,1.5344,87.08,82.39,主干路,2016
127,16,61099,27.9212,1.6858,36.2161,0,92.38,81.71,主干路,2016
128,16,16935,10.6387,0.4726,0,0,91.49,92.7,主干路,2016
129,16,36480,41.3832,0.4009,0,0,84.89,81.59,主干路,2016
130,16,94500,0,0,31.2904,0,91.26,79.3,主干路,2016
131,16,3660,0,0,0,0,92.76,83.72,主干路,2016
132,16,12328.5,0,0,0,0,90.68,83.72,主干路,2016
133,16,12657.4,0,0,0,0,94.66,83.56,主干路,2016
134,16,56649.8,46.7082,0.5686,0,0,79.86,84.16,主干路,2016
135,16,58399.2,42.2862,2.0214,0,0,88.44,87.31,主干路,2016
136,16,68054,26.2421,4.9102,0,151.197,65.84,74.95,主干路,2016
137,16,36398,0,1.6285,0,0,73.49,78.77,主干路,2016
138,16,42411.4,0,0.8995,60.9251,0,80.52,84.54,主干路,2016
139,16,20376,49.1869,0.3119,41.3179,0,80.7,83.75,主干路,2016
140,16,20742.8,22.7171,2.1669,0,79.5196,87.82,84.53,主干路,2016
141,16,53021.2,0,5.0144,0,0,83,82.84,主干路,2016
142,16,43547,59.6897,0.254,0,1.6303,83.34,93.91,主干路,2016
143,16,74403,10.9032,0.2743,0,0,88.91,96.27,主干路,2016
144,16,73991.5,39.8323,1.6612,0,0.6028,83.41,96.9,主干路,2016
145,16,27428.4,17.2086,0.249,0,0,94.2,80.5,主干路,2016
146,16,15917.4,0,0.3523,0,2.63,94.89,70.51,主干路,2016
147,16,9662,0,0.2026,0,0,83.37,84.59,主干路,2016
148,16,23100,0,2.680544,0,0,91.8,82.36,主干路,2016
149,16,105362.9,0,2.891966,0,237,97.24,79.98,主干路,2016
150,16,59846.4,0,1.1805,39.6589,0,79.57,81.49,主干路,2016
151,16,26938.8,48.60807,1.2596,102.302,0,87.58,81.93,主干路,2016
152,16,32341.1,53.6647,0.6225,0,0,86.35,96.09,主干路,2016
153,16,104639.2,18.7203,1.8469,0,0,71.13,83.24,主干路,2016
154,16,28597.3,0.27897,0,0,0,83.33,97.98,主干路,2016
155,16,49722.12,10.5469,0,0,0,92.08,93.54,主干路,2016
156,16,8372.3,0,0.2278,0,0,89.11,93.49,主干路,2016
157,16,164853,0,2.2619,0,0,89.02,86.29,主干路,2016
158,16,4309,0,0.3524,0,0,81.18,79.8,主干路,2016
159,16,7009,0,1.2449,0,0,94.71,77.18,主干路,2016
160,16,17564,92.3925,1.8357,0,0,77.87,67.13,主干路,2016
161,16,16856.2,0,1.5382,30.5926,0,78.27,87.72,主干路,2016
162,16,31121.7,107.4152,1.2633,77.1563,0,80.03,78.29,主干路,2016
163,16,13840,0,1.9053,0,0,73.41,62.22,主干路,2016
164,16,38938.7,0,0.1846,47.6902,0,87.21,96.59,主干路,2016
165,16,93131,57.5743,0.905,100.113,0,62.49,79.44,主干路,2016
166,16,12175.6,0,0.8649,93.4333,0,67.36,84.26,主干路,2016
167,16,10632,0,0.6457,0,0,84.06,91.35,主干路,2016
168,16,109200,0,1.9095,53.4439,0,85.54,80.98,主干路,2016
169,16,25726,0,0.4515,0,0.9864,81.83,84.15,主干路,2016
170,16,18088,54.8766,0.2743,0,0,83.92,81.88,主干路,2016
171,16,7999,0,0.0317,0,0,97.75,92.03,次干路,2016
172,16,20218.2,1.8105,0.5423,0,0,81.04,85.23,次干路,2016
173,16,20617,5.5019,0.9601,0,0,76.54,84.37,次干路,2016
174,16,12003.5,0,0.4473,109.438,0,77.17,89.57,次干路,2016
175,16,112080,15.6892,1.24912,0,0,87.62,81.44,次干路,2016
176,16,36650,32.55485,2.5172,96.0825,0,87.74,79.67,次干路,2016
177,16,10765,0,0.0317,0,0,99.35,94.68,次干路,2016
178,16,5891.5,0,0.0317,153.392,0,100,95.75,次干路,2016
179,16,13558.5,0,0.4093,0,0,84.89,89.44,次干路,2016
180,16,44150.2,0,0.5485,19.1271,0,85.33,84.71,次干路,2016
181,16,33554.7,0,1.4544,0,5.4915,79.69,82.52,次干路,2016
182,16,29449.5,0,0.2891,0,0,88.65,82.98,次干路,2016
183,16,13573,0,0.4748,0,0,92.57,84.54,次干路,2016
184,16,12960,0,1.0803,0,0,78.51,84.78,次干路,2016
185,16,22184,0,0.1213,0,0,79.34,80.81,次干路,2016
186,16,23947,0,0.6098,0,0,87.47,84.98,次干路,2016
187,16,12420,0,0.4262,96.8155,0,80.6,84.06,次干路,2016
188,16,7163,0,0.2005,0,0,72.21,69.36,次干路,2016
189,16,7563.7,0,0.0106,0,0,76.87,68.56,次干路,2016
190,16,18263.8,20.3117,0.2237,0,0,86.01,77.05,次干路,2016
191,16,5423.9,0,0.0675,0,0,81.14,76.38,次干路,2016
192,16,81073,0,0.3722,0,0,75.24,85.14,次干路,2016
193,16,22608,0,1.8631,0,0,78.04,84.62,次干路,2016
194,16,10913,0,0.1924,0,0,78.46,84.82,次干路,2016
195,16,7250,0,0.2005,0,0,96.5,84.06,次干路,2016
196,16,3610.5,21.5258,0.0907,0,0,81.96,92.81,次干路,2016
197,16,21223.8,0,1.2301,0,0.8768,95.01,93.05,次干路,2016
198,16,22945,0,0.6372,68.3355,100.72,92.4,76.17,次干路,2016
199,16,37965,0,0.8187,90.5956,0,84.26,81.01,次干路,2016
200,16,6721,0.6944,0.0739,0,0,79.25,84.62,次干路,2016
201,16,5451,0,0.249,0,0,81.72,72.59,次干路,2016
202,1,26564.5,0.198,0.0211,0,0,70.97,97.92,主干路,2017
203,1,20427,0,0.0464,0,0,70.84,86,主干路,2017
204,1,143726.61,3.874815,1.0812,0,1.2056,94.15,84.2,主干路,2017
205,1,148102,3.92552,1.1732,0,0,95.37,79.23,主干路,2017
206,1,8700,0,0.0464,0,0,99.29,91.61,次干路,2017
207,1,17748,0,0,0,0,99.43,91.92,次干路,2017
208,1,15060,0,0,0,0,99.43,92.88,次干路,2017
209,1,14941,0,0,0,0,99.2,93.77,次干路,2017
210,2,16595,0,0.1224,0,0,92.07,94.74,主干路,2017
211,2,96949.1,0.9301,0.206358,0,0,87.8,85.76,主干路,2017
212,2,48009.9,0,0.249824,0,0,92.79,87.18,主干路,2017
213,2,84878.9,0.53434,0.029962,0,0,88.84,85.66,主干路,2017
214,2,42032.7,0.1755,0.315445,0,0,99.18,87.16,主干路,2017
215,2,28240,0,0.0422,0,0,82.49,99.42,次干路,2017
216,3,136009,30.663048,0.2469,0,0,94.31,84.94,主干路,2017
217,3,21272.9,0,0.6815,0,0,96.89,88.77,主干路,2017
218,3,79139,0,0.254888,39.90675,0,92.24,84.09,主干路,2017
219,3,77435.4,0.16698,0.649036,0,6.16,92.52,85.86,主干路,2017
220,3,67368.8,0.410964,0.284639,0,49.5,90.81,83.69,主干路,2017
221,3,69286.1,0.20094,1.341116,63.160037,5.53,93.96,84.01,主干路,2017
222,3,67794.6,0.788077,1.441974,0,0,92.17,85.8,主干路,2017
223,3,58981.3,0,0.617386,0,0,91.49,83.76,主干路,2017
224,3,74880,0,1.2533,17.701,0,82.91,83.84,主干路,2017
225,3,21943,0,0.6478,0,15.5089,95.77,85.71,主干路,2017
226,3,69732,0,0.2585,0,0,93.65,90.04,主干路,2017
227,3,16725.3,0,0.1161,0,0,84.34,78.78,次干路,2017
228,4,98343,0,0.055282,8.342493,0.822,88.26,86.36,主干路,2017
229,4,86099.2,2.47463,1.154803,42.15951,0,94.69,86.43,主干路,2017
230,4,5700,0,0,0,0,92.9,82.61,主干路,2017
231,4,38643.82,10.34724,2.256852,0,0,94.46,84.01,主干路,2017
232,5,64561.7,3.7332,0.1646,0,0,95.92,87.9,主干路,2017
233,5,60235.9,0,0.5302,288.342,44.5682,81.62,81.33,主干路,2017
234,5,87091.1,0,0.3557,0,0,81.48,81.33,主干路,2017
235,5,97916.4,0.81696,2.0868,0,0,83.99,86.08,主干路,2017
236,5,88075,6.46846,1.146574,0,0,91.87,85.05,主干路,2017
237,5,77109.6,0,0.97271,20.704,38.27,93.3,84.66,主干路,2017
238,5,10986,2.0401,0.1498,0,3.75,95.76,93.19,支路,2017
239,6,27816,0,1.2217,63.7621,18.34,73.56,80.71,主干路,2017
240,6,34381.3,0.36443,0.633844,8.3424926,0,90.61,86.53,主干路,2017
241,6,30100.8,0.297,0.39035,14.159438,5.6992,86.57,86.71,主干路,2017
242,6,39356.5,0,0.43466,68.6058,0,81.38,84.24,主干路,2017
243,6,50252.1,37.966426,1.0955,20.2058,0,81.88,83.18,主干路,2017
244,6,18256.4,0,1.0634,73.7094,0.53,84.41,81.31,次干路,2017
245,7,21742,20.9046,0.2152,0,0,84.09,81.1,主干路,2017
246,7,30984,7.3614,0.6984,0,0.1626,93.61,84.11,主干路,2017
247,7,16694.5,16.0104,0.3439,0,0,84.44,81.23,主干路,2017
248,7,12975,7.0737,0.4969,0,0,83.49,83.05,主干路,2017
249,7,14310.1,0,0.303418,0,0,92.18,85.45,主干路,2017
250,7,41195.6,15.123165,0.33971,9.270625,0,87.4,83.94,主干路,2017
251,7,12528.4,0.3213,0.276199,19.76436,0,94.76,82.44,主干路,2017
252,7,36066.7,1.6422,1.545786,9.270625,0,87.22,86.2,主干路,2017
253,7,468646.3,2.385344,3.630888,0,15.755,84.91,88.31,快速路,2017
254,7,468646.3,2.385344,3.630888,0,15.755,84.91,88.31,快速路,2017
255,7,468646.3,2.385344,3.630888,0,15.755,84.91,88.31,快速路,2017
256,7,207217,0,1.3989,0,0,94.24,86.16,主干路,2017
257,7,45360.6,0,0.2289,0,0,94.02,84.88,主干路,2017
258,7,28312.8,0,0.154,0,0,93.18,84.12,主干路,2017
259,7,208107,1.520208,2.81112,0,9.03,91.33,87.64,主干路,2017
260,8,33086,0,2.0961,0,0,81.2,83.28,主干路,2017
261,8,87205.5,23.2927,0.3249,96.177844,0,97.43,93.4,主干路,2017
262,8,44920.5,0,1.06766,0,6.84,93.62,87.1,主干路,2017
263,8,10658,0,0,0,0,83.45,85.39,主干路,2017
264,8,50653.8,0,0.6927,0,4.11,80.03,87.77,主干路,2017
265,8,164380,20.247774,2.25862,0,2.7,82.18,83.08,主干路,2017
266,8,40080,22.91446,2.9772,36.483701,2.1372,81.86,88.7,主干路,2017
267,8,84760,0,1.5802,0,0,85.01,87.13,次干路,2017
268,9,80694.4,11.88544,0.2638,0,0,82.32,86.08,主干路,2017
269,9,80694.4,11.88544,0.2638,0,0,82.32,86.08,主干路,2017
270,9,377708.22,79.861254,11.937325,187.181164,0.411,85.52,82.67,主干路,2017
271,9,389206.5,95.738436,7.060482,176.392231,1.37,85.73,87.1,主干路,2017
272,9,8744.5,0,0.0169,20.408301,0,84.53,83.29,次干路,2017
273,9,242814.25,22.892858,5.524824,0,0,84.51,84.04,主干路,2017
274,9,242814.25,22.892858,5.524824,0,0,84.51,84.04,主干路,2017
275,9,72843.282,3.362488,0.884301,0,0,93.73,88.4,主干路,2017
276,9,83082.81,9.3006,0.54224,108.602098,1.9591,85.58,93.77,主干路,2017
277,9,83082.81,9.3006,0.54224,108.602098,1.9591,85.58,93.77,主干路,2017
278,9,141018.2,31.45198,0.847376,0,0,86.72,87.83,主干路,2017
279,9,169285.72,31.380326,3.208044,96.8814709,0,85.56,87.92,主干路,2017
280,9,64400,28.182,1.6289,0,0,83.65,83.82,主干路,2017
281,9,115053.14,0,0,0,0,83.67,88.43,主干路,2017
282,9,271131.73,6.719825,4.691374,149.4383,0,90.81,86.69,主干路,2017
283,9,29103,0.95104,0.682163,0,0,92.5,86.71,主干路,2017
284,9,144684.05,4.901634,3.3338,0,0,84.79,76.17,主干路,2017
285,9,23324,16.5532,0.4515,0,0,84.89,88.51,主干路,2017
286,9,36406.4,0,0,0,0,81.86,88.7,主干路,2017
287,9,57151.5,0.5796,3.749486,190.0735,0.2784,80.46,81.82,主干路,2017
288,9,66248,0,1.3103,0,0,85.24,86.29,主干路,2017
289,9,130225.25,0,0,0,0,82.82,75.95,主干路,2017
290,10,32927.1,57.0385,0.2068,0,0,82.61,84.8,主干路,2017
291,10,34010,0,0.7723,63.796605,0,84.34,70.34,主干路,2017
292,10,61987,0,1.0803,147.431733,141.18,83.69,92.36,主干路,2017
293,10,28800,12.604845,0.1015,458.239,21.291,89.56,84.48,主干路,2017
294,10,54746,0,0.9833,0,0,84.5,77.51,主干路,2017
295,10,65126.4,26.8255,0.6414,162.0661,3.9871,84.91,83.17,主干路,2017
296,10,36000,20.94202,3.61998,0,49.32,81.45,69.58,主干路,2017
297,10,26725.2,0,0.0114,0,8.4466,94.82,85.24,主干路,2017
298,10,20521.9,0,1.401,72.78682,0,79.14,84.65,主干路,2017
299,10,45043,0,0.4832,592.0952,0,81.9,99.48,主干路,2017
300,10,38376,21.755424,1.964911,0,0,82.41,80.56,主干路,2017
301,10,24810.3,0.44625,0.231045,0,0,93.84,86.08,主干路,2017
302,10,52687,42.930387,2.729496,9.270625,0,90.57,80.94,主干路,2017
303,10,21721.4,2.291175,0.004853,0,7.9737,94.22,82.88,主干路,2017
304,10,46127.5,20.963092,0.90519,88.328065,0,93.22,84.18,主干路,2017
305,10,31120,56.4764,0.2827,0,0,81.71,84.14,主干路,2017
306,10,20252,0,0.2701,55.671227,0,82.36,86.68,主干路,2017
307,10,20676.6,0,0.157,0,0,89.02,84.87,主干路,2017
308,10,52912,0,2.2725,0,0,83.17,87.15,主干路,2017
309,10,90620,23.160672,1.4712,65.9756,3.3017,81.13,89.92,主干路,2017
310,10,27633.8,75.333979,0,39.203617,0,80.36,81.09,次干路,2017
311,10,14820,13.472901,0.0714,0,0,93.6,89.28,主干路,2017
312,10,79548.97,0,0.0802,0,0,94.61,89.33,主干路,2017
313,10,31549,0,0.5296,0,0,83.47,83.85,主干路,2017
314,10,34094.63,1.102055,0.028063,0,0,88.05,89.89,主干路,2017
315,11,12530,0,0.2849,0,0,94.9,83.14,主干路,2017
316,11,37538.5,17.04,0.6731,53.78878,3.7102,84.38,86.66,主干路,2017
317,11,43232,0,1.7049,0,0,84.37,76.44,主干路,2017
318,11,4060,0,0.0063,0,0,92.23,83.46,主干路,2017
319,11,147671.2,0,2.2282,0,43.6831,80.11,78.68,主干路,2017
320,11,31856.2,0,0.3081,0,0,90.88,82.87,主干路,2017
321,11,52439,28.009764,0.7191,28.3607,0,88.89,87.57,主干路,2017
322,11,27074.2,0,0.2574,0,0,83.25,86.6,主干路,2017
323,11,41661.1,0,0.095,0,0,92.37,89.5,主干路,2017
324,11,63748,34.3229,1.669,0,20.5608,84.28,79.57,主干路,2017
325,11,59296,0,4.699,0,19.649,73.53,86.15,主干路,2017
326,11,30857,15.2873,0.5887,0,1.5344,81.61,82.26,主干路,2017
327,11,16577,0,1.4369,0,3.584,70.43,82.54,次干路,2017
328,11,92646.2,0,0.75538,0,0,87.65,86.22,主干路,2017
329,11,44090,14.07915,0.2097,69.8656,4.8909,84.81,85.21,主干路,2017
330,11,50940,24.0605,0.7828,88.6349,9.8356,86.95,85.61,主干路,2017
331,11,33134.2,0,0.1363,0,0,81.77,80.85,主干路,2017
332,11,19596,0,0,0,0,87.61,79.11,主干路,2017
333,11,33910,0,0.6393,214.5445,0,82.13,90.46,主干路,2017
334,11,116272,35.717574,3.721861,0,0.58,81.48,89.32,次干路,2017
335,11,36132,0,1.09395,0,0,82.9,78.47,次干路,2017
336,11,27311.25,5.046309,0.0211,0,0,94.95,88.36,主干路,2017
337,11,65842.6,0,0.763,85.91953,0,84.85,82.7,主干路,2017
338,11,112338,86.4316494,2.9709,75.0221,0,76.45,73.05,主干路,2017
339,11,70854.5,0,2.948582,49.2688,0,78.72,83.93,主干路,2017
340,11,334809,49.141016,4.07303,0,1.3,79.71,81.16,主干路,2017
341,11,131269.75,0,1.954493,0,1.6298,82.72,91.29,主干路,2017
342,12,21450,2.880388,0.177873,0,0,92.9,88.3,快速路,2017
343,12,55594,6.96831,3.2995,0,0,80.7,77.5,主干路,2017
344,13,83490,0,0.7426,96.9147,0,86.93,80.98,主干路,2017
345,13,142458.1,0,11.7506,76.251,12.8845,89.3,75.13,主干路,2017
346,14,27851,60.7194,0.4959,0,0,78.2,72.31,主干路,2017
347,14,402177.1,52.882481,3.4344,393.6626,0,84.05,86.33,主干路,2017
348,14,57311,30.4895544,1.2787,26.1516,0,79.68,82.31,主干路,2017
349,14,67534.6,65.893768,3.6069,25.7715,0,79.95,76.51,主干路,2017
350,14,28968,0,0,0,0,92.92,84.59,次干路,2017
351,14,37084,0,0.7195,0,4.1457,83.02,75.86,次干路,2017
352,16,34747.5,0,0.447531,0,0,70.97,95.24,主干路,2017
353,16,30635.4,0,0.1583,0,0,69.97,86.95,主干路,2017
354,16,51657.9,0,0.3946,0,0,73.97,84.49,主干路,2017
355,16,34658.8,0,0.0962,0,0,69.9,88.81,主干路,2017
356,16,90329,0,0.1829,0,0,86.98,92.04,主干路,2017
357,16,275236.5,3.808535,2.78309,0,0.822,94.15,83.75,主干路,2017
358,16,283615.3,3.890735,1.929595,0,0,95.37,77.04,主干路,2017
359,16,20770,0,0.188423,0,0,75.86,90,主干路,2017
360,16,9399.2,0,0,0,0,68.89,96.82,主干路,2017
361,16,22678.5,2.60916,0.183781,0,0,79.51,98.7,主干路,2017
362,16,24552,6.55414,0.414193,0,0,76.98,91.14,主干路,2017
363,16,48624,0,0.422,0,0,74.73,88.72,次干路,2017
364,16,32544,0,2.2872,0,0,83.4,73.08,次干路,2017
365,16,44698.8,0,0.1182,0,0,71.78,87.24,次干路,2017
366,16,65744.4,35.10999,0.9653,0,0,92.88,82.45,主干路,2017
367,16,56983.2,72.2853,1.1478,0,1.9728,84.17,79.97,主干路,2017
368,16,22820.6,13.472901,0.06963,0,0,94.25,86.97,主干路,2017
369,16,23245,0,0.2363,0,4.2526,78.78,68.85,主干路,2017
370,16,12969,0,0.4684,0,0,83.9,68.07,主干路,2017
371,16,9037,3.362488,0.884301,0,0,91.95,91.1,主干路,2017
372,16,37593.4,0,0.0584,0,0,80.01,88.92,主干路,2017
373,16,42478.2,102.512335,0.6247,0,0,85.58,91.8,主干路,2017
374,16,42478.2,102.512335,0.6247,0,0,85.58,91.8,主干路,2017
375,16,32967.2,49.8874431,2.0551,62.6707,0,88.05,87.57,主干路,2017
376,16,58399.2,26.3689,0.4431,18.0795,0,87.31,87.74,主干路,2017
377,16,60398,0,2.129,0,0.86,84.05,81.02,主干路,2017
378,16,68054,0,2.4651,0,186.34,74.95,79.43,主干路,2017
